word,clean_word,sentiment
وحش,وحش,neg
سماجة,سماجه,neg
خاب,خاب,neg
حشيش,حشيش,neg
مش سهل,مش سهل,neg
هالصداع,هالصداع,neg
#جنوني,جنوني,neg
مخلقتنيش,مخلقتنيش,neg
سخافة,سخافه,neg
#ضعف,ضعف,neg
لا شافي,شافي,neg
بجح,بجح,neg
#استغلال,استغلال,neg
ياوجع,ياوجع,neg
غبي,غبي,neg
لا حارب,حارب,neg
#حرق_ون_بيس,حرق ون بيس,neg
#خايفه,خايفه,neg
#هروب,هروب,neg
اخاف,اخاف,neg
فوضي,فوضي,neg
#عبط,عبط,neg
#غلط,غلط,neg
عاطل,عاطل,neg
ليس خير,خير,neg
#تافه,تافه,neg
#عاري,عاري,neg
#صعب,صعب,neg
#طفش,طفش,neg
#ارحل_ياعرص,ارحل ياعرص,neg
مر,مر,neg
#مؤسف,مءسف,neg
محزون,محزون,neg
#جبان,جبان,neg
لا وجود,وجود,neg
ما اقسي,اقسي,neg
ساب,ساب,neg
لا اذن,اذن,neg
#شمات,شمات,neg
#جلطة,جلطه,neg
#اهبل,اهبل,neg
انقلع,انقلع,neg
تعصب,تعصب,neg
نقص,نقص,neg
مفقود,مفقود,neg
#سخافة,سخافه,neg
هجر,هجر,neg
هلوع,هلوع,neg
خنزير,خنزير,neg
طرطور,طرطور,neg
#انتخبوا_العرص,انتخبوا العرص,neg
مريض,مريض,neg
فقد,,neg
#اعصب,اعصب,neg
احمق,احمق,neg
نكب,نكب,neg
اففف,,neg
احتلال,احتلال,neg
#حشيش,حشيش,neg
#سمج,سمج,neg
إستهان,استهان,neg
مدفعي,مدفعي,neg
يئس,يءس,neg
خيب,خيب,neg
زهئت,زهءت,neg
#ضايع,ضايع,neg
محزن,محزن,neg
سجن,سجن,neg
#مبعثر,مبعثر,neg
#شخ,شخ,neg
حمار,حمار,neg
فجع,فجع,neg
نار,نار,neg
#عبس,عبس,neg
#مسخر,مسخر,neg
#حثالة,حثاله,neg
مخترق,مخترق,neg
#جاهل,جاهل,neg
بايخ,بايخ,neg
اوجع,اوجع,neg
ضد,,neg
فراق,فراق,neg
تحزن,تحزن,neg
تالم,تالم,neg
نحس,نحس,neg
#زعلان,زعلان,neg
جهل,جهل,neg
#تحطم,تحطم,neg
#مرعب,مرعب,neg
سقم,سقم,neg
اف,,neg
مظلوم,مظلوم,neg
طفششش,طفش,neg
#احمق,احمق,neg
عبط,عبط,neg
متخلف,متخلف,neg
#كلب,كلب,neg
#ظلم,ظلم,neg
زعل,زعل,neg
#كذب,كذب,neg
#اضراب,اضراب,neg
خذلان,خذلان,neg
احزن,احزن,neg
تخلف,تخلف,neg
#فوضي,فوضي,neg
#عقيم,عقيم,neg
كلبة,كلبه,neg
خطير,خطير,neg
جحش,جحش,neg
ابكي,ابكي,neg
#شاذ,شاذ,neg
#عاطل,عاطل,neg
#غصب,غصب,neg
لم عرف,عرف,neg
#تعصب,تعصب,neg
طاغي,طاغي,neg
صداااع,صداع,neg
#مظلوم,مظلوم,neg
#خمر,خمر,neg
ملل,مل,neg
#العصف_الماكول,العصف الماكول,neg
بلطج,بلطج,neg
إعتقال,اعتقال,neg
كره,كره,neg
#وحش,وحش,neg
الم,الم,neg
#اتفو,اتفو,neg
#عاهة,عاهه,neg
#تخلف,تخلف,neg
محرم,محرم,neg
#حزن,حزن,neg
#عنيف,عنيف,neg
مؤلم,مءلم,neg
حثالة,حثاله,neg
#عقرب,عقرب,neg
#إتهام,اتهام,neg
#عفن,عفن,neg
#شرير,شرير,neg
#إستغلال,استغلال,neg
#ارحل_يا_عرصا,ارحل عرصا,neg
#مؤلم,مءلم,neg
#بلطج,بلطج,neg
#تخريب,تخريب,neg
عنصرية,عنصريه,neg
#زلزال,زلزال,neg
عذاب,عذاب,neg
إفترق,افترق,neg
كذب,كذب,neg
تعب,تعب,neg
حزن,حزن,neg
كاذب,كاذب,neg
#محرم,محرم,neg
#زفت,زفت,neg
اتفو,اتفو,neg
قهر,قهر,neg
#جحش,جحش,neg
عرص,عرص,neg
ذل,ذل,neg
حرق,حرق,neg
مسخر,مسخر,neg
شخ,شخ,neg
توفي,توفي,neg
حيوان,حيوان,neg
#فاسد,فاسد,neg
قصف,قصف,neg
حرب,حرب,neg
عار,عار,neg
غباء,غباء,neg
#خنزير,خنزير,neg
#نار,نار,neg
افسد,افسد,neg
#طاغي,طاغي,neg
#اخطر,اخطر,neg
قههر,قهر,neg
#كره,كره,neg
#نجس,نجس,neg
موجوع,موجوع,neg
#مقهور,مقهور,neg
سرطان,سرطان,neg
#سافل,سافل,neg
#خرفان,خرفان,neg
#متخلف,متخلف,neg
دم,دم,neg
إبتلاء,ابتلاء,neg
#حمار,حمار,neg
#احباط,احباط,neg
#قذر,قذر,neg
فضيح,فضيح,neg
#سجين,سجين,neg
رعب,رعب,neg
زلزال,زلزال,neg
#ذليل,ذليل,neg
#تفو,تفو,neg
#فضيح,فضيح,neg
#جهل,جهل,neg
#كئيب,كءيب,neg
مقهور,مقهور,neg
#خطر,خطر,neg
تعذيب,تعذيب,neg
باطل,باطل,neg
#قمع,قمع,neg
فاشل,فاشل,neg
عدوان,عدوان,neg
#تهديد,تهديد,neg
#كاذب,كاذب,neg
تمزق,تمزق,neg
اكره,اكره,neg
#مشكلة,مشكله,neg
خيانة,خيانه,neg
جريمة,جريمه,neg
#افساد,افساد,neg
ممات,مات,neg
انقهرت,انقهرت,neg
#نحس,نحس,neg
#عنصرية,عنصريه,neg
ضر,ضر,neg
#كابوس,كابوس,neg
#حزين,حزين,neg
تحطم,تحطم,neg
#حرامي,حرامي,neg
ياويلي,ياويلي,neg
#حقد,حقد,neg
#رعب,رعب,neg
#جريمة,جريمه,neg
#سرقة,سرقه,neg
عنصري,عنصري,neg
قاتل,قاتل,neg
فضايح,فضايح,neg
افساد,افساد,neg
#باطل,باطل,neg
خطر,خطر,neg
حقد,حقد,neg
#اهانة,اهانه,neg
ظالم,ظالم,neg
#غباء,غباء,neg
#اصعب,اصعب,neg
فساد,فساد,neg
#حرب,حرب,neg
مات,مات,neg
#شر,شر,neg
ظلم,ظلم,neg
#دمار,دمار,neg
#خراب,خراب,neg
#غبي,غبي,neg
مقتل,مقتل,neg
#مصيبة,مصيبه,neg
#تطرف,تطرف,neg
#إعتقال,اعتقال,neg
هتموتي,هتموتي,neg
#عنصري,عنصري,neg
#إعتداء,اعتداء,neg
موت,موت,neg
#عرص,عرص,neg
فاسد,فاسد,neg
ارهابي,ارهابي,neg
مجرم,مجرم,neg
#فساد,فساد,neg
قهههر,قهر,neg
#حرق,حرق,neg
#تعذيب,تعذيب,neg
#إستبداد,استبداد,neg
#مجرم,مجرم,neg
طاغوت,طاغوت,neg
سفاح,سفاح,neg
#جهنم,جهنم,neg
#خيانة,خيانه,neg
#ارهاب,ارهاب,neg
قتل,قتل,neg
#خطير,خطير,neg
#قرف,قرف,neg
#سرطان,سرطان,neg
#حقير,حقير,neg
#ذل,ذل,neg
#انتحر,انتحر,neg
ارهاب,ارهاب,neg
#قتل,قتل,neg
#اعدام,اعدام,neg
#عار,عار,neg
#سفاح,سفاح,neg
#قتيل,قتيل,neg
#قاتل,قاتل,neg
#تدمير,تدمير,neg
#طاغوت,طاغوت,neg
#ظالم,ظالم,neg
#قهر,قهر,neg
#ارهابي,ارهابي,neg
الله,اله,pos
طيب,طيب,pos
عادي,عادي,neg
صح,صح,pos
جميل,جميل,pos
حلوه,حلوه,pos
جميله,جميله,pos
رب,رب,pos
حلو,حلو,pos
كويس,كويس,pos
كلب,كلب,neg
رائع,راءع,pos
عسل,عسل,pos
عبد,عبد,neg
مبدع,مبدع,pos
غريب,غريب,neg
كيوت,كيوت,pos
قويه,قويه,pos
غبي,غبي,neg
ذوق,ذوق,pos
بحبك,بحبك,pos
مركز,مركز,pos
كتير,كتير,pos
عظيم,عظيم,pos
cool,,pos
مريض,مريض,neg
محترم,محترم,pos
عادل,عادل,pos
كريم,كريم,pos
شمال,,neg
عزيز,عزيز,pos
بارد,بارد,neg
قادر,قادر,pos
حر,حر,pos
مسكين,مسكين,neg
وطني,وطني,pos
الملك,الملك,pos
وسخه,وسخه,neg
نادي,نادي,pos
محمود,محمود,pos
مؤلم,مءلم,neg
حنين,حنين,pos
جدعان,جدعان,pos
خطير,خطير,neg
زباله,زباله,neg
نجم,نجم,pos
مسلم,مسلم,pos
ابيض,ابيض,pos
مهمه,مهمه,pos
سيء,سيء,neg
خطر,خطر,neg
خروف,خروف,neg
مميز,ميز,pos
جاهل,جاهل,neg
ممل,مل,neg
مريضه,مريضه,neg
مفيد,مفيد,pos
متعب,متعب,pos
كويسه,كويسه,pos
ذكي,ذكي,pos
شيعي,شيعي,neg
متخلف,متخلف,neg
قمر,قمر,pos
عميل,عميل,neg
صحي,صحي,pos
وسخ,وسخ,neg
حقير,حقير,neg
محترمه,محترمه,pos
قاتل,قاتل,neg
اهبل,اهبل,neg
ناجح,ناجح,pos
بحبها,بحبها,pos
ارهابي,ارهابي,neg
عبيط,عبيط,neg
سخيف,سخيف,neg
اسطوره,اسطوره,pos
برنس,برنس,pos
طيبه,طيبه,pos
غريبه,غريبه,neg
لباس,لباس,neg
طموح,طموح,pos
حاقد,حاقد,neg
اخواني,اخواني,neg
الوسخه,الوسخه,neg
واطي,واطي,neg
فنان,فنان,pos
قذر,قذر,neg
جامده,جامده,pos
محبوب,محبوب,pos
شرموطه,شرموطه,neg
قحبه,قحبه,neg
مزه,مزه,neg
مهم,مهم,pos
فلول,فلول,neg
مضحك,مضحك,pos
داهيه,داهيه,pos
علق,,neg
مقرف,مقرف,neg
عالي,عالي,pos
خفيفه,خفيفه,pos
باع,باع,neg
لطيف,لطيف,pos
ضعيفه,ضعيفه,neg
مثقف,مثقف,pos
جدار,جدار,neg
خائن,خاءن,neg
حكيم,حكيم,pos
ثقه,ثقه,pos
جبان,جبان,neg
جبار,جبار,pos
سهل,سهل,pos
مغرور,مغرور,neg
غفور,غفور,pos
مستفز,مستفز,neg
قدير,قدير,pos
وحش,وحش,neg
ناقص,ناقص,neg
هادي,هادي,pos
حاد,حاد,neg
مخيف,مخيف,neg
معرص,معرص,neg
خول,خول,neg
معجبه,معجبه,pos
كسمك,كسمك,neg
توفيق,توفيق,pos
بضان,بضان,neg
مرح,مرح,pos
عاشق,عاشق,pos
احبها,احبها,pos
راقي,راقي,pos
ابن وسخه,ابن وسخه,neg
غني,غني,pos
وطنيه,وطنيه,pos
عجيب,عجيب,neg
وسم,وسم,pos
نذل,نذل,neg
محارب,محارب,pos
نجس,نجس,neg
لذيذه,لذيذه,pos
مؤدب,مءدب,pos
رضا,رضا,pos
كريه,كريه,neg
ارهابيين,ارهابين,neg
عصبيه,عصبيه,neg
نضيف,نضيف,pos
كتوم,كتوم,pos
منحط,منحط,neg
منحرف,منحرف,neg
حشره,حشره,neg
رخمه,رخمه,neg
عاهه,عاه,neg
هايف,هايف,neg
هتموت,هتموت,neg
اناني,اناني,neg
متدين,متدين,pos
ساقط,ساقط,neg
مز,مز,neg
مجيد,مجيد,pos
زبي,زبي,neg
انيقه,انيقه,pos
ابن الكلب,ابن الكلب,neg
غلابه,غلابه,pos
رحمن,رحمن,pos
ضب,ضب,neg
حثاله,حثاله,neg
متكبر,متكبر,neg
شايف نفسه,شايف,neg
كتكوت,كتكوت,pos
صوفي,صوفي,pos
جامدين,جامدين,pos
فاسق,فاسق,neg
اشطه,اشطه,pos
عبيطه,عبيطه,neg
ملخبط,ملخبط,neg
ارقي,ارقي,pos
حليم,حليم,pos
مسالم,مسالم,pos
امعه,امعه,neg
طفران,طفران,neg
بتضرب,بتضرب,neg
اغبيا,اغبيا,neg
عشقي,عشقي,pos
زنديق,زنديق,neg
اتفشخ,اتفشخ,neg
خنزير,خنزير,neg
محروقه,محروقه,neg
اوفر,اوفر,neg
فضله,فضله,pos
وسيم,وسيم,pos
نصاب,نصاب,neg
ابن الوسخه,ابن الوسخه,neg
سميع,سميع,pos
جدعه,جدعه,pos
رب العرش العظيم,رب العرش العظيم,pos
خنيث,خنيث,neg
ستين كلب,كلب,neg
نظيفه,نظيفه,pos
شحات,شحات,neg
ودود,ودود,pos
عسليه,عسليه,pos
اذلف,اذلف,neg
متربي,متربي,pos
رغاي,رغاي,neg
حنينه,حنينه,pos
قيوم,قيوم,pos
مفكر,مفكر,pos
نعجه,نعجه,neg
مؤذي,مءذي,neg
ضاحي,ضاحي,neg
اغبيه,اغبيه,neg
الوسخ,الوسخ,neg
لقيط,لقيط,neg
متناك,متناك,neg
المتناكه,المتناكه,neg
سخنه,سخنه,neg
اتبهدل,اتبهدل,neg
ممله,مله,neg
حظه,حظه,pos
مشكوك فيه,مشكوك,neg
قرده,قرده,neg
حشري,حشري,neg
بجح,بجح,neg
نعال,نعال,neg
استغلالي,استغلالي,neg
زلزال,زلزال,neg
متخلفين,متخلفين,neg
رزل,رزل,neg
افاق,افاق,neg
بتضحك,بتضحك,pos
لزيزه,لزيزه,pos
زانيه,زانيه,neg
مسليه,مسليه,pos
احبش,احبش,pos
امنجي,امنجي,neg
تواب,تواب,pos
متحجر,متحجر,neg
خلوق,خلوق,pos
وضيع,وضيع,neg
جااامد,جامد,pos
تفتح النفس,تفتح النفس,pos
معفنه,معفنه,neg
ملتزم,ملتزم,pos
جاموسه,جاموسه,neg
ديوس,ديوس,neg
نعيمي,نعيمي,neg
مقرفه,مقرفه,neg
صبوره,صبوره,pos
تكفيري,تكفيري,neg
قدوس,قدوس,pos
اللبوه,البوه,neg
مفتريه,مفتريه,neg
لعيب,لعيب,pos
بثر,بثر,neg
وقحه,وقحه,neg
مدرعم,مدرعم,pos
بجحه,بجحه,neg
ناصح,ناصح,pos
سميع الدعاء,سميع الدعاء,pos
باهي,باهي,pos
ضلالي,ضلالي,neg
صدامي,صدامي,neg
شيوعي,شيوعي,neg
بعزك,بعزك,pos
ملهم,ملهم,pos
ابن المتناكه,ابن المتناكه,neg
ذكريات جميله,ذكريات جميله,pos
يخونك,يخونك,neg
عبيد البياده,عبيد البياده,neg
خاشعه,خاشعه,pos
لاسع,لاسع,neg
بستغرب,بستغرب,neg
عفوي,عفوي,pos
مسليني,مسليني,pos
المخانيث,المخانيث,neg
صايعين,صايعين,neg
بيعجبني,بيعجبني,pos
مره كويس,مره كويس,pos
شخصيه محترمه,شخصيه محترمه,pos
بتحبنا,بتحبنا,pos
هييييييح,هيح,pos
روقني,روقني,pos
كان محترم,محترم,pos
فكاهي,فكاهي,pos
سفله,سفله,neg
فقيع,فقيع,neg
بليد,بليد,neg
نجسه,نجسه,neg
بغيض,بغيض,neg
ادائه,اداءه,pos
ابن الشرموطه,ابن الشرموطه,neg
او جاهل,جاهل,neg
وطني و,وطني,pos
محنكه,محنكه,pos
قميل,قميل,pos
برجوازي,برجوازي,neg
دحيحه,دحيحه,neg
متشكرين,متشكرين,pos
الزواني,الزواني,neg
و اهبل,اهبل,neg
بنتش كلب,بنتش كلب,neg
بيكسب,بيكسب,pos
تتفشخ,تفشخ,neg
مبشر,مبشر,pos
كان عظيم,عظيم,pos
حقاني,حقاني,pos
انا زعلان,زعلان,neg
مقيت,مقيت,neg
انهزامي,انهزامي,neg
جذمه,جذمه,neg
سرسجي,سرسجي,neg
ابن سلول,ابن سلول,neg
في الخيانه,الخيانه,neg
هيتغير,هيتغير,pos
شهواني,شهواني,neg
اولاد الوسخه,اولاد الوسخه,neg
مبتذله,مبتذله,neg
زياط,زياط,neg
ابن الزانيه,ابن الزانيه,neg
وراه سر,وراه سر,neg
رحمن يارحيم,رحمن يارحيم,pos
واسع العطاء,واسع العطاء,pos
خبؤ,خبء,neg
عايزه واحد,عايزه,neg
طيبان,طيبان,pos
ابن الحيوان,ابن الحيوان,neg
دماغه عاليه,دماغه عاليه,pos
كلب العسكر,كلب العسكر,neg
ملائكيه,ملاءكيه,pos
جدعه و,جدعه,pos
طيب اوي,طيب اوي,pos
مدفيني,مدفيني,pos
ابن اللبوه,ابن البوه,neg
فلقتين,فلقتين,neg
متطفل,متطفل,neg
شاغل بالي,شاغل بالي,pos
لواطي,لواطي,neg
تاعب نفسه,تاعب,pos
بفكر راقي,بفكر راقي,pos
جحلوط,جحلوط,neg
دماغها عاليه,دماغها عاليه,pos
وطني محترم,وطني محترم,pos
متململ,متململ,neg
ابن موزه,ابن موزه,neg
مُفرح,مفرح,pos
محترم ووطني,محترم وطني,pos
ابو وشين,ابو وشين,neg
دماغها حلوه,دماغها حلوه,pos
عبد السيسي,عبد السيسي,neg
قطرائيلي,قطراءيلي,neg
قليل الذوق,قليل الذوق,neg
نحن سعداء,سعداء,pos
ذوق وراقي,ذوق وراقي,pos
شخصيه بضان,شخصيه بضان,neg
معروف او,معروف,pos
بلالا,بلالا,neg
شكله مستفز,شكله مستفز,neg
قرافه,قرافه,neg
بتبقي بضان,بتبقي بضان,neg
شبه امي,امي,pos
غريب ,غريب,neg
فرفوور,فرفور,neg
مش هتموت,مش هتموت,pos
بن المتناكه,المتناكه,neg
يعاتبكك,يعاتبك,neg
شخصيته جميله,شخصيته جميله,pos
وسخه بضان,وسخه بضان,neg
اخو القحبه,اخو القحبه,neg
زعيم,زعيم,pos
يتطور بشكل,يتطور,pos
اتشحور,اتشحور,neg
ذوقك عالي,ذوقك عالي,pos
بننسي بسرعه,بنسي بسرعه,neg
عبد المرشد,عبد المرشد,neg
محترم وجاد,محترم وجاد,pos
جزل العطايا,جزل العطايا,pos
الناس الجامده,الناس الجامده,pos
راعبكم,راعبكم,neg
هروها,هروها,neg
:(,,neg
:),,pos
❤,,pos
😊,,pos
◠‿◠,◠‿◠,pos
1000,,pos
100 100,,pos
100/100,,pos
10/10,,pos
10/1,,neg
10/2,,neg
10 من 10,,pos
1/10,,neg
1-عمليه,عمليه,pos
1 من 10 ,,neg
1 من 5,,neg
2/10,,neg
2 من 10 ,,neg
2 من 5,,neg
3/10,,neg
3 من 10,,neg
3 من 5,,neg
3 نجوم,نجوم,neg
4/10,,neg
4 من 10,,neg
4 نجوم,نجوم,pos
5/10,,neg
5 نجوم,نجوم,pos
700ريال,,neg
7/10,,pos
8/10,,pos
8.5/10,,pos
8 من 10,,pos
8من10,,pos
9/10,,pos
9.5 من 10,,pos
9 من 10,,pos
amazing,,pos
amazing product,,pos
bad,,neg
bad packaging,,neg
beautiful,,pos
best,,pos
cool,,pos
excaent,,pos
excellent,,pos
fantastic,,pos
good,,pos
i like,,pos
like,,pos
love,,pos
nice,,pos
not bad,,pos
perfect,,pos
recommended,,pos
recommend it,,pos
satisfied,,pos
sweet,,pos
thank,,pos
thanks,,pos
very bad,,neg
very sweet,,pos
vgood,,pos
woow,,pos
xcelent,,pos
xcellent,,pos
yes,,pos
yummy,,pos
ااشكراا,اشكرا,pos
ابتعد,ابتعد,neg
ابدااع,ابداع,pos
ابداع,ابداع,pos
ابداع بلا,ابداع بلا,pos
ابدع,ابدع,pos
ابشركم,ابشركم,pos
ابهرتنى,ابهرتني,pos
اتخميت,اتخميت,neg
اتقان,اتقان,pos
اتقطع,اتقطع,neg
أثرت,اثرت,pos
اجازة,اجازه,pos
اجتماعية وتربوية,اجتماعيه وتربويه,pos
أجمل,اجمل,pos
اجمل,اجمل,pos
اجمل ماقراءت,اجمل ماقراءت,pos
احب,احب,pos
أحببت,احبت,pos
احببت,احبت,pos
احببته,احبته,pos
احببتها,احبتها,pos
احبتتها,احبتها,pos
أحبه,احبه,pos
احبه,احبه,pos
احبهم,احبهم,pos
احتيال,احتيال,neg
أحسن,احسن,pos
احسن,احسن,pos
احسن مطعم,احسن مطعم,pos
احلا,احلا,pos
أحلى,احلي,pos
احلي,احلي,pos
احلى,احلي,pos
احن شي,احن شي,pos
احي الكاتبة,احي الكاتبه,pos
اخر مره,اخر مره,neg
اخس,اخس,neg
إدمان,ادمان,pos
ادمان,ادمان,pos
ادمماان,ادمان,pos
ادمنت,ادمنت,pos
ادمنته,ادمنته,pos
ارجاعها,ارجاعها,neg
ارجع,ارجع,neg
ارجو,ارجو,neg
ارحمونا,ارحمونا,neg
ارهقتني,ارهقتني,neg
أروع,اروع,pos
اروع,اروع,pos
اروع ما,اروع,pos
ازعاج,ازعاج,neg
